,LACode,LAName,English region,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,Cluster_5,geography,UnpaidCare_person_per,LimitedAlot_person_per,NoCentralHeating_per_hh,HouseholdSize_hh,AverageRooms_hh,SocialRent_hh_per,PrivateRent_hh_per,Ethnicity_per,Deprivation_hh_per
67,E07000034,Chesterfield,East Midlands,20,19,13,10,9.6,12.25,11.9,9.4,10.4,14.91,8,9,9,6,5,8,8,5,6,8,4,Chesterfield,12.5582919,11.51192816,1.322762629,2.2,5.2,23.14727755,12.42200188,3.484025128,6.406530473
62,E07000029,Copeland,North West,22,19.1,10.5,9.8,11.2,10.9,12.1,11.7,13.6,15.71,9,9,6,6,7,6,8,8,10,8,4,Copeland,11.30405224,10.67518377,2.842546502,2.3,5.6,18.56169767,8.72740372,1.575003895,6.464500917
172,E07000163,Crawley,South East,8.4,6.3,11.3,10.7,13.6,12.54,10.4,9.4,10.6,7.46,1,1,7,7,10,8,5,4,7,2,4,Craven,11.9312747,7.847100652,4.238701542,2.2,5.7,8.99808811,15.38461538,2.607879586,3.364113412
263,E08000027,Durham UA,North East,21.9,19.5,14.3,12.8,10.4,11.84,13.3,11.7,10.6,15.52,9,9,10,9,6,7,9,8,7,8,4,Dudley,12.13517616,9.771670528,3.639107702,2.4,5.4,19.80410728,9.243302764,10.00814892,6.512816959
282,E09000009,Ealing,London,10.9,9.3,10.8,11,11.2,11.37,10.5,13.6,12.6,14.84,2,2,7,8,7,6,5,10,9,7,4,Ealing,8.501428576,6.761727764,2.591834432,2.7,4.8,18.11060428,27.54791186,51.0065032,7.596589352
283,E09000010,Enfield,London,12,10,8.8,10.6,10.6,9.29,11.3,12.6,12.7,16.39,3,2,4,7,6,3,7,9,10,9,4,Enfield,8.840641862,7.259029782,2.970412622,2.6,4.9,17.57313453,22.17468895,38.98856196,7.80963341
69,E07000036,Erewash,East Midlands,17.5,17.1,12.6,10.4,9.4,13,12.3,9.2,10.3,13.31,6,7,9,7,4,9,8,4,6,6,4,Erewash,11.20796567,8.911412282,3.168898382,2.3,5.5,13.01035078,12.86658999,2.958574602,5.226731291
74,E07000041,Exeter,South West,13,12.5,10.7,13.1,12.3,11.52,11.6,12.4,10.4,11.86,3,4,6,9,9,7,7,9,6,4,4,Exeter,9.332359709,7.646913979,5.318630437,2.3,5.2,17.03017749,20.99021161,6.948112046,5.363307745
273,E08000037,Gateshead,North East,22.6,19.2,11,10.9,11.2,12.65,12.8,10.8,8.6,15.07,10,9,7,7,7,8,9,6,3,8,4,Gateshead,11.09812501,11.44625251,1.303362721,2.2,5,27.975189,12.47840815,3.732006753,7.370392803
160,E07000145,Great Yarmouth,East of England,20.7,17.6,10.7,11.3,10.5,9.83,12.8,13.2,12.7,16.39,9,8,6,8,6,4,9,9,10,9,4,Great Yarmouth,11.21025525,10.87410179,3.731077259,2.3,5.4,17.24137931,16.45951662,3.147712203,7.633261247
286,E09000013,Hammersmith and Fulham,London,10.7,8.9,9.2,10.3,13.6,10.66,8.4,11.7,11.3,14.16,2,2,5,7,10,5,2,8,8,7,4,Hammersmith and Fulham,6.758615399,6.286816481,3.036356868,2.2,4.2,31.1862514,31.70988956,31.9305398,7.543119494
288,E09000015,Harrow,London,11.4,10.3,11.7,11.3,10.3,11.78,11.8,13.6,11.7,14.48,2,3,8,8,6,7,7,10,8,7,4,Harrow,10.29884211,6.762850545,1.732567523,2.8,5.3,10.58883562,21.7449091,57.75425005,5.152608345
82,E07000062,Hastings,South East,14.6,13.1,10.8,11.8,11.8,11.34,11.8,13.3,11.5,10.79,4,4,7,9,8,6,7,9,8,3,4,Hastings,10.46158619,10.61559598,4.545785855,2.2,5,14.54845842,28.82237178,6.230194784,8.229062902
70,E07000037,High Peak,East Midlands,17.8,19,13.3,10.5,10.5,12.42,10.6,8.5,10.5,13.14,6,9,9,7,6,8,5,3,6,6,4,High Peak,11.34753334,8.197641157,2.259538849,2.3,5.6,12.69706773,13.43141786,2.132200854,4.495968777
147,E07000132,Hinckley and Bosworth,East Midlands,15.4,15.5,10.7,8.6,8.6,11.21,10.1,7.6,9,11.43,5,6,6,4,3,6,5,1,4,4,4,Hinckley and Bosworth,11.22404309,7.465882487,1.610948278,2.3,5.8,10.32461379,11.36258457,3.529758846,3.398197325
291,E09000018,Hounslow,London,10.7,8.8,10.5,10.1,10,11.67,10.8,12.7,11.6,15.36,2,1,6,6,5,7,6,9,8,8,4,Hounslow,8.784951783,6.458967463,2.553160102,2.7,4.7,22.8467261,23.39887463,48.61137909,6.873406251
203,E07000202,Ipswich,East of England,18.7,15.3,11.8,11.5,9.5,8.86,12.1,12.8,10.6,17.34,7,6,8,8,5,3,8,9,7,10,4,Ipswich,9.792778744,8.03544653,3.785472442,2.3,5.2,21.59063144,19.9326329,11.08678702,6.473175329
293,E09000020,Kensington and Chelsea,London,10,9.6,8.8,10.7,14.3,8.72,8.7,11.7,12.4,12.86,1,2,4,7,10,3,3,8,9,5,4,Kensington and Chelsea,6.919678031,5.882167552,4.265559743,2,4.2,24.53779159,35.7899562,29.39318874,6.607161047
10,E06000010,"Kingston upon Hull, City of",Yorkshire and the Humber,17.6,16.3,11.1,11.7,13.2,13.81,13.8,12,10.6,19.57,6,6,7,8,9,9,10,8,7,10,4,"Kingston upon Hull, City of",9.218193022,10.0122462,3.935308537,2.2,4.9,28.09513659,20.4128033,5.883247662,8.677928168
248,E08000011,Knowsley,North West,19.5,15.3,10.2,10.4,10.7,11.06,14.6,13.9,12.7,15.48,8,6,6,7,7,6,10,10,10,8,4,Knowsley,12.24527565,14.24742791,3.437535672,2.4,5.3,26.63437862,9.75164294,2.765725566,11.42475091
295,E09000022,Lambeth,London,10.5,8.3,7.5,9.2,10.8,10.05,8.9,10.3,11.2,15.78,2,1,2,5,7,4,3,6,8,8,4,Lambeth,6.756168216,6.142810951,3.269572441,2.3,4.3,35.08695017,29.32924156,42.91224273,7.648999746
271,E08000035,Leeds,Yorkshire and the Humber,17.2,16.3,11.6,11.6,11.9,13.5,13.1,11.1,10.3,16.82,6,6,8,8,8,9,9,7,6,10,4,Leeds,9.52753548,7.871747274,5.310421839,2.3,5.2,21.95192704,17.92162098,14.90355762,6.562464909
153,E07000138,Lincoln,East Midlands,19.2,19.3,15.2,11.9,11.6,14.64,13.3,10.6,11,15.36,8,9,10,9,8,10,9,6,8,8,4,Lincoln,9.556237372,8.565228082,2.508474576,2.2,5.2,21.91839297,20.95417451,4.449385831,6.264908977
183,E07000174,Mansfield,East Midlands,19.9,19.5,12.6,9.6,9.3,12.06,12,9.8,10.7,15.38,8,9,9,5,4,7,8,5,7,8,4,Mansfield,12.16472345,12.16472345,1.119569088,2.3,5.4,18.24919872,13.61066595,2.818141788,7.207086895
191,E07000187,Mendip,South West,15.7,15.7,9.1,11.2,12.4,11.62,9.9,10.7,9.4,10.52,5,6,4,8,9,7,4,6,4,3,4,Mendip,10.83282241,7.69315239,2.79697554,2.3,5.8,11.85735641,15.46027688,2.033327538,3.735078103
204,E07000203,Mid Suffolk,East of England,19.4,18.2,9.1,8.7,10.9,10.24,9.6,9.3,10.8,13.48,8,8,4,4,7,5,4,4,7,6,4,Mid Suffolk,10.82176345,6.66797614,2.133677368,2.4,6.2,11.27375577,11.20180618,2.133752365,2.724160175
184,E07000175,Newark and Sherwood,East Midlands,18.9,20.1,12.7,9.5,10.1,11.88,11.5,9.1,11.2,13.88,7,10,9,5,6,7,7,4,8,6,4,Newark and Sherwood,11.48871683,9.550850484,1.513132266,2.3,5.9,14.4547188,12.87187583,2.490049383,4.689069772
76,E07000043,North Devon,South West,19.2,19.3,11,13.6,13.9,13.13,11.6,12.6,11.7,11.54,8,9,7,10,10,9,7,9,9,4,4,North Devon,11.04230946,8.733065007,5.244868878,2.3,5.7,10.78973026,18.3520412,2.055152829,4.63238419
12,E06000012,North East Lincolnshire,Yorkshire and the Humber,19.7,18,10.1,10.8,12.3,12.22,12.9,11.5,10.1,16.7,8,8,6,7,9,7,9,8,6,9,4,North East Lincolnshire,10.01967221,9.263482358,3.34256244,2.3,5.5,14.47630797,18.1143931,2.628182638,6.358041517
216,E07000218,North Warwickshire,West Midlands,19.7,14.7,11.8,10.7,10.3,11.87,11.2,9.8,10.6,16.22,8,5,8,7,6,7,7,5,7,9,4,North Warwickshire,12.12468152,9.294675396,1.82860685,2.4,5.7,14.40802727,11.28544863,2.104363531,4.412676275
163,E07000148,Norwich,East of England,17.5,14,12.2,11.5,10.5,9.88,12.3,12.9,11.1,18.74,6,5,9,8,6,4,8,9,8,10,4,Norwich,8.968244385,8.581864284,2.61940682,2.1,5,32.66300834,21.6996303,9.15917049,6.521991412
150,E07000135,Oadby and Wigston,East Midlands,15.6,16.1,11.9,9.6,8.2,11.98,9.6,8.2,8.9,10.2,5,6,8,5,3,7,4,2,4,3,4,Oadby and Wigston,11.29072459,7.671354816,1.794835747,2.5,5.7,7.544870894,9.920802287,26.98771586,3.402221285
241,E08000004,Oldham,North West,19.8,15.8,11.2,10.7,10.7,12.05,11.8,12.9,11.7,15.22,8,6,7,7,7,7,8,9,8,8,4,Oldham,10.81472852,10.02014255,1.938619667,2.5,5.2,21.08959567,12.20026086,22.48629373,7.852580181
187,E07000178,Oxford,South East,12.6,11.1,12.4,11.9,11.9,12.83,11.9,11.7,10.5,9.85,3,3,9,9,8,9,8,8,6,3,4,Oxford,7.718589127,5.357918713,2.5751693,2.4,5.1,21.35981941,28.23295711,22.34868932,4.948081264
25,E06000026,Plymouth,South West,14,12.8,10.3,13.4,12.8,12.03,11.8,13,10.3,12.35,4,4,6,10,9,7,8,9,6,5,4,Plymouth,10.62741825,9.964740389,4.881663571,2.3,5.1,19.29885552,20.15058505,3.851644408,6.921789089
41,E06000044,Portsmouth,South East,12.5,10.3,10.7,12.3,11.8,14.46,12.3,12.1,10.8,10.71,3,3,6,9,8,10,8,8,7,3,4,Portsmouth,8.356741573,7.348236579,5.397025961,2.3,5.1,18.26424719,24.68381828,11.64267322,6.405531571
35,E06000038,Reading,South East,12,9.8,10.7,11.2,10.8,13.86,11.9,10.9,9,10.3,3,2,6,8,7,9,8,7,4,3,4,Reading,7.909542833,5.661601305,3.158949562,2.4,5.1,16.29101783,26.07644467,25.24823697,5.128123559
299,E09000026,Redbridge,London,11.5,9.9,10.8,11.5,10.6,11.47,11.3,13.7,12.7,15.43,2,2,7,8,6,7,7,10,10,8,4,Redbridge,9.782772341,7.002186615,2.438827506,2.8,5.2,11.39094899,22.86161142,57.46997885,6.121790021
242,E08000005,Rochdale,North West,20,16.4,11.5,11.3,11.4,12.35,12.8,13.6,12.2,15.73,8,6,8,8,8,8,9,10,9,8,4,Rochdale,10.987298,10.68970567,2.303773757,2.4,5.2,23.12568531,13.19901316,18.33971818,8.864446272
140,E07000125,Rossendale,North West,21,18.2,10.7,10.3,11.1,12.18,12.2,12.1,11.3,14.84,9,8,7,7,7,7,8,8,8,8,4,Rossendale,11.22944309,10.02912536,2.770321426,2.3,5.4,14.60527221,14.13035997,6.18398988,6.259894005
218,E07000220,Rugby,West Midlands,19.8,15.8,12.4,10.9,10.4,11.82,11.1,10.3,9.2,14.65,8,6,9,7,6,7,6,6,4,7,4,Rugby,10.38321259,7.031726205,1.721791045,2.3,5.7,14.31164179,14.09671642,9.502872845,3.395820896
243,E08000006,Salford,North West,20.9,16.4,10.7,9.9,10.8,11.43,12.3,12.8,11.2,15.61,9,6,7,6,7,6,8,9,8,8,4,Salford,10.00371901,10.98989882,2.400633474,2.2,5,28.79504809,18.7531384,9.862225509,8.613696937
251,E08000014,Sefton,North West,20.9,19.1,11.4,10.9,11.2,10.94,12.7,13.1,12.5,13.77,9,9,8,7,7,6,9,9,9,6,4,Sefton,12.61806494,11.76156909,3.363859917,2.3,5.7,14.46875265,13.40117019,2.574600972,6.570847113
256,E08000019,Sheffield,Yorkshire and the Humber,18.3,17.6,11.3,10.9,12.4,12.32,12.2,10.7,10.4,17.46,7,8,7,7,9,8,8,6,6,10,4,Sheffield,10.38053331,9.131569139,2.346386695,2.3,5.2,24.7542709,15.55269476,16.31162045,6.614679378
72,E07000039,South Derbyshire,East Midlands,15.5,16.2,11,9,9.1,11.29,10.5,7.9,9.8,11.77,5,6,7,4,4,6,5,2,5,4,4,South Derbyshire,11.07905,7.995898997,2.02092737,2.4,5.9,9.943065244,13.0462659,4.316622803,3.75718096
155,E07000140,South Holland,East Midlands,19.8,19.3,10.5,7.9,8.9,11.63,11.8,7.7,11.6,14.31,8,9,6,3,4,7,8,2,8,7,4,South Holland,10.73071259,9.489067633,1.881172177,2.3,5.9,12.68784886,12.65027909,2.152486689,4.317840275
259,E08000023,South Tyneside,North East,21.3,18.2,11,11.3,11.8,12.27,13.2,11.2,8.7,14.74,9,8,7,8,8,8,9,7,3,7,4,South Tyneside,11.30111323,12.26380066,0.78907797,2.2,5.1,31.5690741,10.06148853,4.069480918,7.420310569
42,E06000045,Southampton,South East,11.9,9.7,10.1,10.3,9.8,12.44,11.6,11.5,10.4,10.71,3,2,6,7,5,8,7,8,6,3,4,Southampton,8.596263118,7.668374972,3.751501211,2.3,4.9,23.27335274,24.8834653,14.08042823,6.767154518
250,E08000013,St. Helens,North West,20,16.5,10.1,9.7,10.3,10.9,12.7,12.4,11.3,14.15,8,7,6,5,6,6,9,9,8,7,4,St. Helens,12.88646268,12.35539736,2.496831097,2.3,5.4,20.59390514,10.21442907,1.957126885,7.332048167
219,E07000221,Stratford-on-Avon,West Midlands,19.6,17.1,12.4,10.5,12.1,13.62,10.5,9.6,10.2,13.59,8,7,9,7,8,9,5,5,6,6,4,Stratford-on-Avon,11.33004108,7.058969996,2.147203821,2.3,6.1,12.92751502,12.70220305,2.637672739,2.644045602
102,E07000082,Stroud,South West,15.7,16.1,9.2,10.6,11.1,10.39,9.4,9.9,8.8,10.16,5,6,5,7,7,5,4,5,3,3,4,Stroud,11.39130512,7.158247546,2.39988283,2.3,5.9,12.7568314,12.11658367,2.08638133,3.042222873
245,E08000008,Tameside,North West,19.7,16.2,10.4,9.8,10.2,11.89,11.8,11.8,10.7,14.66,8,6,6,6,6,7,8,8,7,7,4,Tameside,10.96961573,10.626744,2.760312997,2.3,5.1,21.52433309,13.2412878,9.071054695,7.735405938
20,E06000020,Telford and Wrekin,West Midlands,16.7,12.9,11,10.8,10.1,11.65,12.1,11,9.4,15.56,6,4,7,7,6,7,8,7,4,8,4,Telford and Wrekin,10.76805828,9.037391758,1.654455921,2.5,5.7,19.67631516,14.98168388,7.336729856,5.883677636
129,E07000114,Thanet,South East,16.8,14.7,10.1,10.3,10.1,11.28,11.4,12.3,10.7,10.55,6,5,6,7,6,6,7,9,7,3,4,Thanet,11.55262099,11.45350484,2.960697663,2.2,5.2,12.66445987,23.77799808,4.465443489,7.314368289
26,E06000027,Torbay,South West,16,15.6,9.8,12.8,11.6,10.82,10.8,12.6,10,10.54,5,6,5,9,8,6,6,9,6,3,4,Torbay,12.29926924,11.83576539,4.956786985,2.2,5.2,8.069818675,23.20962549,2.489328721,7.083545162
157,E07000142,West Lindsey,East Midlands,20.3,22.3,12.8,9.9,11,12.74,12.2,9.3,12.8,14.4,9,10,9,6,7,8,8,4,10,7,4,West Lindsey,11.74565826,8.900840336,1.867917155,2.3,6.1,11.06161261,13.68503322,1.848739496,3.69936173
252,E08000015,Wirral,North West,20.5,18.5,11.2,10.6,10.9,11.18,13.1,13.5,12.2,13.86,9,9,7,7,7,6,9,10,9,6,4,Wirral,12.61480441,11.85116157,3.27706764,2.3,5.7,15.17182021,15.84473229,3.010478981,6.913353677
231,E07000237,Worcester,West Midlands,18.1,13.8,13.1,12.1,10.7,12.11,12.7,11.1,9.9,15.44,7,5,9,9,7,7,9,7,5,8,4,Worcester,9.768346023,7.219949781,3.227724656,2.3,5.4,15.31325817,18.18419676,6.554754576,4.5858903
232,E07000238,Wychavon,West Midlands,19.3,16.7,12.1,10.6,11.1,12.7,10.7,9.5,10.3,14.07,8,7,9,7,7,8,6,5,6,7,4,Wychavon,11.4875496,7.641264195,2.191404197,2.3,6.1,14.48671815,10.95499939,2.126658914,3.434682408
233,E07000239,Wyre Forest,West Midlands,19.9,15.3,13.5,12.2,11.1,12.58,12.5,11.2,10.4,15.5,8,6,10,9,7,8,9,7,6,8,4,Wyre Forest,11.35289615,9.178872161,3.170873561,2.3,5.6,14.43526812,13.16738397,2.757846389,5.380946842
14,E06000014,York,Yorkshire and the Humber,16.1,15.7,9.1,9,10.7,11.55,10.5,8.9,8.5,13.49,5,6,5,4,7,7,5,3,3,6,4,York,9.201670277,6.573054415,2.635484489,2.3,5.4,13.97812141,17.92895442,5.715699492,3.273410571
60,E07000027,Barrow-in-Furness,North West,21.1,18.8,13.1,14.4,12.3,13.49,15.3,15.1,14.4,14.27,9,9,9,10,9,9,10,10,10,7,5,Barrow-in-Furness,11.93422786,12.97060228,7.814501665,2.2,5.3,11.06200359,14.22623623,1.660225513,8.660005124
261,E08000025,Birmingham,West Midlands,23.3,17.9,20.1,18.9,14.1,15.57,16.8,16.2,14.2,21.16,10,8,10,10,10,10,10,10,10,10,5,Birmingham,10.00703605,9.149756068,4.095574773,2.6,5.2,24.24720502,17.87157688,42.06804002,8.936153636
8,E06000008,Blackburn with Darwen,North West,20.9,18.2,14,13.6,12.4,13.96,14.4,16.5,14.6,16.4,9,8,10,10,9,9,10,10,10,9,5,Blackburn with Darwen,10.68283058,10.55197337,3.677226998,2.5,5.4,18.11762244,15.68008648,30.83619795,9.11547783
9,E06000009,Blackpool,North West,24.2,20.9,13.5,14.1,13.2,13.45,15.9,17.5,15.2,16.26,10,10,10,10,9,9,10,10,10,9,5,Blackpool,11.48699539,13.54802379,5.536998773,2.1,5.1,10.87358429,26.05372318,3.326646253,10.71045722
151,E07000136,Boston,East Midlands,22.6,22,13.2,10.5,11.4,13.89,13.7,9.9,12,16.37,10,10,9,7,8,9,9,5,9,9,5,Boston,10.25728298,9.590482232,2.20585541,2.3,5.6,18.19281082,15.72313217,3.163822578,6.291451394
268,E08000032,Bradford,Yorkshire and the Humber,19.2,17.9,14.2,14.1,13.2,15.04,14.3,13.5,12.4,18.35,7,8,10,10,9,10,10,10,9,10,5,Bradford,9.766638849,8.417041183,5.337287251,2.6,5.3,14.80862636,18.09870745,32.56471408,8.000662331
278,E09000005,Brent,London,11.5,9.8,11.6,12,11.7,13.1,12.9,14.9,13.7,17.29,2,2,8,9,8,9,9,10,10,10,5,Brent,8.550359077,6.962710666,2.37201458,2.8,4.6,24.1109479,30.08632102,63.7292547,9.178862231
132,E07000117,Burnley,North West,22.2,19,13.5,14.2,13.5,14.65,15.1,16.4,13.6,16.4,10,9,10,10,10,10,10,10,10,9,5,Burnley,11.31990949,11.58984137,4.665778961,2.3,5.3,14.06391478,19.35286285,12.64085276,8.953395473
48,E06000052,Cornwall UA,South West,19.1,19.1,11.4,14.4,14.9,14.15,12.8,13.2,12.6,11.47,7,9,8,10,10,10,9,9,9,4,5,Cornwall,11.87210323,9.988483353,7.215622274,2.3,5.6,12.00361128,16.75644236,1.770707889,5.323170811
44,E06000047,Coventry,West Midlands,21.1,16.2,11.4,11.5,12.2,13.33,14,11.8,9.8,18.78,9,6,8,8,8,9,10,8,5,10,5,County Durham,11.70110786,12.25055627,0.834662627,2.2,5.4,20.10875636,12.57445164,1.845718004,6.740749677
262,E08000026,Craven,Yorkshire and the Humber,22.7,23.6,16.3,15.9,13,14.42,15.3,14.7,12.1,15.37,10,10,10,10,9,10,10,10,9,8,5,Coventry,10.12777638,8.700782433,3.649527187,2.4,5.2,17.04149558,20.61014682,26.16450025,7.334048774
5,E06000005,Dartford,South East,11.2,8.8,11.8,12.5,12.6,14.08,13.7,12.2,9,7.47,2,1,8,9,9,10,10,9,4,2,5,Darlington,10.46568906,9.303360994,1.744161131,2.2,5.4,15.48746518,18.24083994,3.759804479,5.592457682
15,E06000015,Derbyshire Dales,East Midlands,24.4,27.4,16,12.8,10.7,14.44,13.2,10.8,11.6,13.5,10,10,10,9,7,10,9,6,8,6,5,Derby,10.28494243,8.837717888,3.426191198,2.4,5.4,19.80033441,16.81121726,19.69873609,6.480820565
68,E07000035,Doncaster,Yorkshire and the Humber,20.1,18.4,15.6,11.3,12.2,12.41,10.9,8.9,12.6,17.78,8,8,10,8,9,8,6,4,9,10,5,Derbyshire Dales,12.6595984,7.843523258,2.400468384,2.3,6,12.15196461,12.55529534,1.404747174,3.164845173
152,E07000137,East Lindsey,East Midlands,23.8,25,13.2,10.4,11.5,12.75,12.8,10.1,14.4,15.28,10,10,9,7,8,8,9,6,10,8,5,East Lindsey,12.97937698,12.81148965,2.547216292,2.2,5.7,11.01166037,17.33289539,1.530047434,6.352438824
195,E07000193,East Staffordshire,West Midlands,21.5,17.1,14.6,13.9,12.3,13.79,14,12.6,11.2,16.76,9,7,10,10,9,9,10,9,8,9,5,East Staffordshire,10.09570094,7.907873537,3.936424626,2.4,5.7,13.47484709,15.13618759,9.578017837,5.121584728
63,E07000030,Eden,North West,29.1,28.3,13,11.4,16.4,12.78,11.2,11.9,14.7,14.29,10,10,9,8,10,9,7,8,10,7,5,Eden,11.34236359,7.796210334,4.131406501,2.2,6,10.0724732,15.99184134,1.074880146,3.476109882
287,E09000014,Haringey,London,11.7,10,10.1,11.9,13.3,12.57,12.6,14.5,14.4,18.25,3,2,6,9,10,8,9,10,10,10,5,Haringey,7.408816676,6.768630897,3.009170713,2.5,4.4,26.71963121,31.47957432,39.45576363,9.190329067
1,E06000001,Hartlepool,North East,20.3,18.5,11.6,12.2,11.8,12.83,14.7,12.6,10.1,14.75,9,8,8,9,8,9,10,9,6,7,5,Hartlepool,10.78367453,12.10175164,1.434436365,2.3,5.4,23.53217589,14.76727507,2.313426349,8.141662957
19,E06000019,"Herefordshire, County of",West Midlands,27.1,23.7,16.4,14.1,15.1,16.65,13.5,12.2,12.9,16.54,10,10,10,10,10,10,9,9,10,9,5,"Herefordshire, County of",11.26898739,8.377071786,3.845810084,2.3,6,13.9212707,15.50964645,1.802950779,4.333558907
135,E07000120,Hyndburn,North West,21.9,18.7,13.2,14,13,14.42,14.1,15.4,13.1,15.56,9,9,9,10,9,10,10,10,10,8,5,Hyndburn,11.05234474,11.33723091,5.200780408,2.3,5.3,12.78064122,18.15613989,12.33185523,7.82155441
49,E06000053,Isles of Scilly UA,South West,23.7,22.2,19.7,22.4,20.4,19.41,15.5,12.5,20.9,11.74,10,10,10,10,10,10,10,9,10,4,5,Isles of Scilly,9.986382206,4.90240581,26.28918099,2.1,5.3,18.09908999,29.72699697,1.180208806,3.741152679
270,E08000034,Kirklees,Yorkshire and the Humber,18.9,17.6,12,11.8,11.6,13.97,13.1,11.4,10.6,16.81,7,8,9,9,8,10,9,8,7,9,5,Kirklees,10.33593872,8.449123937,5.126062527,2.4,5.3,15.28598185,15.52571676,20.87497455,6.804783172
136,E07000121,Lancaster,North West,21,20.2,12,11.6,11.8,12.76,13,13.6,13.8,14.51,9,10,9,8,8,9,9,10,10,7,5,Lancaster,10.56187895,9.214814815,4.480993394,2.2,5.5,9.9650652,18.9011103,4.359891599,5.612050777
16,E06000016,Leicester,East Midlands,21.2,19.9,21.3,16.6,13.5,18.19,15.2,13.9,14.6,18.98,9,10,10,10,10,10,10,10,10,10,5,Leicester,9.387913497,8.372266469,2.801218274,2.6,5,25.39695431,22.74030457,49.47959459,9.067208122
249,E08000012,Liverpool,North West,22.8,19.3,14.4,14.5,14.3,14.34,17,17.6,15.6,18.14,10,9,10,10,10,10,10,10,10,10,5,Liverpool,10.84056045,12.75344918,4.813693921,2.2,5.1,27.83575043,23.38328935,11.09398283,10.98467424
29,E06000032,Luton,East of England,16.9,13.5,13.4,13.4,9.6,8.89,11.8,13.9,11.6,16.05,6,4,9,10,5,3,7,10,8,9,5,Luton,8.984207755,6.925654893,2.436299517,2.7,5.1,15.76864577,22.63470313,45.33540681,6.800102298
229,E07000235,Malvern Hills,West Midlands,23.7,21.7,15.2,12.6,14.1,15.55,12.6,11.3,12.2,15.11,10,10,10,9,10,10,9,7,9,8,5,Malvern Hills,12.58190296,8.6786992,2.741214454,2.2,6.2,14.11585744,11.54849125,2.398467125,3.42108531
240,E08000003,Manchester,North West,22.4,18,15.9,14.9,14.5,15.29,16.2,17.9,15.5,19.84,10,8,10,10,10,10,10,10,10,10,5,Manchester,8.474997366,9.411738984,3.127302177,2.3,4.8,31.55696715,28.37990135,33.39474924,9.719030683
2,E06000002,Middlesbrough,North East,22.6,20.8,15.1,15.4,14.3,15.61,17,15.4,11.9,16.52,10,10,10,10,10,10,10,10,9,9,5,Middlesbrough,10.23032685,10.80758894,1.821582784,2.4,5.3,23.86937748,16.62325403,11.81761697,8.989039036
257,E08000021,Newcastle upon Tyne,North East,21.2,18.8,13.4,13,13.3,14.82,14.4,13,10.6,16.37,9,9,10,9,10,10,10,9,7,9,5,Newcastle upon Tyne,9.212033821,9.515770388,1.516819885,2.3,5.1,29.74742431,19.05030174,14.50654408,7.53885944
197,E07000195,Newcastle-under-Lyme,West Midlands,21.6,16.8,13.4,12.1,11.3,12.78,12.9,11.3,10.9,18.04,9,7,10,9,7,9,9,7,7,10,5,Newcastle-under-Lyme,11.89221044,10.03221093,1.82219348,2.3,5.5,18.71647582,10.48236771,5.012472653,5.460874196
298,E09000025,Newham,London,12.4,10.2,13.8,14.9,13.6,15.66,15.3,19.1,16.1,21.71,3,3,10,10,10,10,10,10,10,10,5,Newham,7.988726687,7.001337732,2.752194171,3,4.4,29.64174194,34.0527389,71.03226142,10.89352732
162,E07000147,North Norfolk,East of England,24.2,22.3,11.2,10.4,12,11.25,11.1,11.6,13.5,15.78,10,10,7,7,8,6,7,8,10,9,5,North Norfolk,12.21883959,10.30157933,3.361855536,2.2,5.8,12.82196065,14.47248404,1.351737456,4.063327976
53,E06000057,Northumberland,North East,22.6,21.2,11.8,11.4,13.3,13.08,12.8,11.1,9.8,14.12,10,10,8,8,10,9,9,7,5,7,5,Northumberland,11.29551812,9.790271748,1.341187001,2.2,5.6,18.65318261,13.29420936,1.570114041,4.708591393
18,E06000018,Nottingham,East Midlands,21.8,20.5,18.4,14,12.6,15.83,14.6,12.6,13.9,18.49,9,10,10,10,9,10,10,9,10,10,5,Nottingham,8.817717875,9.061436797,2.403057139,2.3,4.9,29.7198944,23.06966567,28.45524732,8.683828718
137,E07000122,Pendle,North West,23.7,20.7,15,15.7,14,15.82,15.8,17.3,15.2,17.28,10,10,10,10,10,10,10,10,10,10,5,Pendle,11.45418772,10.37427894,5.986933705,2.4,5.4,11.60169219,18.10003213,20.13929258,7.976330727
138,E07000123,Preston,North West,19.7,17.1,13,12.9,12.4,13.99,14.1,15.1,13.4,15.11,8,7,9,9,9,10,10,10,10,8,5,Preston,10.08473488,8.990599278,4.330606076,2.3,5.4,19.2141331,18.00510709,19.81926078,7.469557212
3,E06000003,Redcar and Cleveland,North East,20.9,19.2,11.4,12.1,11.8,12.76,14.3,12.1,10.3,14.42,9,9,8,9,8,8,10,8,6,7,5,Redcar and Cleveland,11.86148531,11.45313182,1.734753796,2.2,5.4,19.4077678,12.47210804,1.460307597,6.650448788
175,E07000166,Richmondshire,Yorkshire and the Humber,23.9,24.3,10.7,9.6,15.2,12.28,9.5,9,10.4,16.25,10,10,7,5,10,8,4,4,6,9,5,Richmondshire,9.163860291,6.275377658,1.732073044,2.3,5.9,10.80318701,22.36353739,4.635812566,2.949472955
176,E07000167,Ryedale,Yorkshire and the Humber,25.4,26,11.9,10.6,15.9,13.31,11.2,10,11.7,16.13,10,10,8,7,10,9,7,5,9,9,5,Ryedale,11.4084752,7.499371993,3.591724383,2.2,6,12.85739655,16.75102113,1.32751058,3.156632925
